prompt,answer
What is 19 + 44? Answer:,63
What is 64 + 78? Answer:,142
What is 27 + 28? Answer:,55
What is 65 + 78? Answer:,143
What is 94 + 26? Answer:,120
What is 88 + 31? Answer:,119
What is 27 + 26? Answer:,53
What is 55 + 56? Answer:,111
What is 23 + 10? Answer:,33
What is 62 + 58? Answer:,120
What is 18 + 95? Answer:,113
What is 97 + 93? Answer:,190
What is 48 + 72? Answer:,120
What is 11 + 62? Answer:,73
What is 80 + 80? Answer:,160
What is 57 + 17? Answer:,74
What is 40 + 26? Answer:,66
What is 63 + 32? Answer:,95
What is 49 + 11? Answer:,60
What is 13 + 97? Answer:,110
What is 50 + 66? Answer:,116
What is 83 + 63? Answer:,146
What is 35 + 52? Answer:,87
What is 27 + 23? Answer:,50
What is 63 + 48? Answer:,111
What is 38 + 27? Answer:,65
What is 72 + 19? Answer:,91
What is 57 + 98? Answer:,155
What is 52 + 21? Answer:,73
What is 22 + 13? Answer:,35
What is 18 + 22? Answer:,40
What is 88 + 24? Answer:,112
What is 91 + 81? Answer:,172
What is 57 + 91? Answer:,148
What is 85 + 11? Answer:,96
What is 80 + 90? Answer:,170
What is 20 + 78? Answer:,98
What is 58 + 28? Answer:,86
What is 14 + 54? Answer:,68
What is 76 + 53? Answer:,129
What is 63 + 84? Answer:,147
What is 19 + 52? Answer:,71
What is 54 + 58? Answer:,112
What is 22 + 38? Answer:,60
What is 20 + 86? Answer:,106
What is 56 + 40? Answer:,96
What is 77 + 81? Answer:,158
What is 84 + 54? Answer:,138
What is 55 + 21? Answer:,76
What is 64 + 74? Answer:,138
What is 97 + 14? Answer:,111
What is 99 + 73? Answer:,172
What is 25 + 88? Answer:,113
What is 69 + 63? Answer:,132
What is 31 + 62? Answer:,93
What is 24 + 35? Answer:,59
What is 28 + 16? Answer:,44
What is 78 + 18? Answer:,96
What is 11 + 27? Answer:,38
What is 89 + 98? Answer:,187
What is 32 + 32? Answer:,64
What is 98 + 66? Answer:,164
What is 39 + 72? Answer:,111
What is 82 + 41? Answer:,123
What is 55 + 67? Answer:,122
What is 57 + 23? Answer:,80
What is 69 + 74? Answer:,143
What is 40 + 63? Answer:,103
What is 96 + 50? Answer:,146
What is 85 + 51? Answer:,136
What is 47 + 94? Answer:,141
What is 23 + 28? Answer:,51
What is 52 + 22? Answer:,74
What is 66 + 98? Answer:,164
What is 80 + 71? Answer:,151
What is 92 + 65? Answer:,157
What is 30 + 75? Answer:,105
What is 40 + 15? Answer:,55
What is 82 + 84? Answer:,166
What is 88 + 98? Answer:,186
What is 35 + 90? Answer:,125
What is 56 + 71? Answer:,127
What is 44 + 65? Answer:,109
What is 78 + 70? Answer:,148
What is 58 + 45? Answer:,103
What is 31 + 28? Answer:,59
What is 55 + 55? Answer:,110
What is 85 + 46? Answer:,131
What is 76 + 78? Answer:,154
What is 26 + 12? Answer:,38
What is 57 + 79? Answer:,136
What is 66 + 65? Answer:,131
What is 97 + 26? Answer:,123
What is 80 + 77? Answer:,157
What is 54 + 25? Answer:,79
What is 53 + 63? Answer:,116
What is 54 + 29? Answer:,83
What is 90 + 26? Answer:,116
What is 32 + 80? Answer:,112
What is 61 + 67? Answer:,128
What is 88 + 68? Answer:,156
What is 69 + 24? Answer:,93
What is 77 + 84? Answer:,161
What is 74 + 40? Answer:,114
What is 39 + 49? Answer:,88
What is 66 + 36? Answer:,102
What is 15 + 76? Answer:,91
What is 72 + 21? Answer:,93
What is 74 + 10? Answer:,84
What is 36 + 71? Answer:,107
What is 67 + 35? Answer:,102
What is 13 + 95? Answer:,108
What is 40 + 85? Answer:,125
What is 85 + 89? Answer:,174
What is 42 + 53? Answer:,95
What is 27 + 24? Answer:,51
What is 29 + 82? Answer:,111
What is 85 + 17? Answer:,102
What is 60 + 53? Answer:,113
What is 57 + 71? Answer:,128
What is 72 + 83? Answer:,155
What is 57 + 69? Answer:,126
What is 95 + 41? Answer:,136
What is 10 + 78? Answer:,88
What is 89 + 92? Answer:,181
What is 67 + 56? Answer:,123
What is 41 + 58? Answer:,99
What is 49 + 68? Answer:,117
What is 78 + 33? Answer:,111
What is 54 + 16? Answer:,70
What is 56 + 49? Answer:,105
What is 94 + 54? Answer:,148
What is 97 + 31? Answer:,128
What is 64 + 41? Answer:,105
What is 64 + 39? Answer:,103
What is 37 + 97? Answer:,134
What is 98 + 20? Answer:,118
What is 60 + 58? Answer:,118
What is 59 + 75? Answer:,134
What is 47 + 76? Answer:,123
What is 26 + 77? Answer:,103
What is 79 + 92? Answer:,171
What is 98 + 94? Answer:,192
What is 46 + 81? Answer:,127
What is 62 + 47? Answer:,109
What is 28 + 71? Answer:,99
What is 42 + 59? Answer:,101
What is 23 + 60? Answer:,83
What is 57 + 27? Answer:,84
What is 30 + 67? Answer:,97
What is 50 + 36? Answer:,86
What is 21 + 52? Answer:,73
What is 15 + 17? Answer:,32
What is 31 + 18? Answer:,49
What is 86 + 49? Answer:,135
What is 83 + 37? Answer:,120
What is 17 + 73? Answer:,90
What is 67 + 61? Answer:,128
What is 78 + 13? Answer:,91
What is 47 + 49? Answer:,96
What is 79 + 45? Answer:,124
What is 89 + 63? Answer:,152
What is 78 + 95? Answer:,173
What is 78 + 80? Answer:,158
What is 58 + 60? Answer:,118
What is 54 + 67? Answer:,121
What is 96 + 14? Answer:,110
What is 44 + 42? Answer:,86
What is 39 + 38? Answer:,77
What is 98 + 96? Answer:,194
What is 76 + 22? Answer:,98
What is 57 + 20? Answer:,77
What is 30 + 34? Answer:,64
What is 79 + 42? Answer:,121
What is 95 + 22? Answer:,117
What is 36 + 22? Answer:,58
What is 95 + 75? Answer:,170
What is 42 + 24? Answer:,66
What is 30 + 42? Answer:,72
What is 21 + 55? Answer:,76
What is 83 + 34? Answer:,117
What is 20 + 96? Answer:,116
What is 32 + 91? Answer:,123
What is 47 + 48? Answer:,95
What is 34 + 78? Answer:,112
What is 14 + 12? Answer:,26
What is 22 + 78? Answer:,100
What is 80 + 32? Answer:,112
What is 88 + 22? Answer:,110
What is 36 + 96? Answer:,132
What is 74 + 55? Answer:,129
What is 45 + 64? Answer:,109
What is 41 + 91? Answer:,132
What is 58 + 75? Answer:,133
What is 24 + 78? Answer:,102
What is 81 + 61? Answer:,142
What is 17 + 37? Answer:,54
What is 57 + 96? Answer:,153
What is 85 + 38? Answer:,123
What is 63 + 80? Answer:,143
What is 24 + 41? Answer:,65
What is 54 + 98? Answer:,152
What is 46 + 42? Answer:,88
What is 82 + 78? Answer:,160
What is 69 + 80? Answer:,149
What is 26 + 19? Answer:,45
What is 89 + 47? Answer:,136
What is 59 + 26? Answer:,85
What is 73 + 27? Answer:,100
What is 71 + 64? Answer:,135
What is 17 + 89? Answer:,106
What is 52 + 73? Answer:,125
What is 90 + 94? Answer:,184
What is 15 + 18? Answer:,33
What is 81 + 92? Answer:,173
What is 38 + 40? Answer:,78
What is 85 + 11? Answer:,96
What is 82 + 30? Answer:,112
What is 37 + 45? Answer:,82
What is 98 + 21? Answer:,119
What is 20 + 81? Answer:,101
What is 42 + 90? Answer:,132
What is 69 + 62? Answer:,131
What is 58 + 60? Answer:,118
What is 88 + 40? Answer:,128
What is 89 + 42? Answer:,131
What is 48 + 27? Answer:,75
What is 94 + 44? Answer:,138
What is 82 + 61? Answer:,143
What is 82 + 39? Answer:,121
What is 60 + 19? Answer:,79
What is 18 + 87? Answer:,105
What is 10 + 91? Answer:,101
What is 30 + 33? Answer:,63
What is 61 + 38? Answer:,99
What is 99 + 34? Answer:,133
What is 74 + 17? Answer:,91
What is 23 + 85? Answer:,108
What is 24 + 30? Answer:,54
What is 48 + 54? Answer:,102
What is 38 + 99? Answer:,137
What is 86 + 17? Answer:,103
What is 41 + 33? Answer:,74
What is 74 + 88? Answer:,162
What is 15 + 46? Answer:,61
What is 47 + 50? Answer:,97
What is 95 + 21? Answer:,116
What is 65 + 82? Answer:,147
What is 37 + 20? Answer:,57
What is 76 + 76? Answer:,152
What is 43 + 85? Answer:,128
What is 62 + 43? Answer:,105
What is 50 + 17? Answer:,67
What is 61 + 82? Answer:,143
What is 40 + 85? Answer:,125
What is 22 + 19? Answer:,41
What is 63 + 58? Answer:,121
What is 15 + 51? Answer:,66
What is 94 + 66? Answer:,160
What is 18 + 29? Answer:,47
What is 76 + 10? Answer:,86
What is 25 + 29? Answer:,54
What is 44 + 76? Answer:,120
What is 71 + 67? Answer:,138
What is 48 + 57? Answer:,105
What is 63 + 39? Answer:,102
What is 35 + 16? Answer:,51
What is 56 + 81? Answer:,137
What is 37 + 52? Answer:,89
What is 24 + 64? Answer:,88
What is 96 + 32? Answer:,128
What is 82 + 88? Answer:,170
What is 46 + 18? Answer:,64
What is 54 + 37? Answer:,91
What is 10 + 54? Answer:,64
What is 38 + 32? Answer:,70
What is 10 + 57? Answer:,67
What is 43 + 43? Answer:,86
What is 27 + 91? Answer:,118
What is 14 + 23? Answer:,37
What is 13 + 96? Answer:,109
What is 40 + 78? Answer:,118
What is 16 + 45? Answer:,61
What is 81 + 22? Answer:,103
What is 23 + 57? Answer:,80
What is 90 + 77? Answer:,167
What is 89 + 84? Answer:,173
What is 93 + 99? Answer:,192
What is 92 + 44? Answer:,136
What is 25 + 83? Answer:,108
What is 16 + 31? Answer:,47
What is 43 + 24? Answer:,67
What is 54 + 83? Answer:,137
What is 98 + 85? Answer:,183
What is 64 + 16? Answer:,80
What is 17 + 13? Answer:,30
What is 61 + 35? Answer:,96
What is 92 + 94? Answer:,186
What is 24 + 92? Answer:,116
What is 18 + 32? Answer:,50
What is 30 + 86? Answer:,116
What is 77 + 38? Answer:,115
What is 62 + 75? Answer:,137
What is 12 + 68? Answer:,80
What is 46 + 66? Answer:,112
What is 63 + 41? Answer:,104
What is 83 + 18? Answer:,101
What is 73 + 56? Answer:,129
What is 48 + 84? Answer:,132
What is 39 + 98? Answer:,137
What is 93 + 33? Answer:,126
What is 89 + 92? Answer:,181
What is 52 + 65? Answer:,117
What is 91 + 10? Answer:,101
What is 78 + 33? Answer:,111
What is 37 + 59? Answer:,96
What is 59 + 42? Answer:,101
What is 59 + 75? Answer:,134
What is 29 + 15? Answer:,44
What is 48 + 11? Answer:,59
What is 47 + 64? Answer:,111
What is 58 + 23? Answer:,81
What is 84 + 70? Answer:,154
What is 31 + 73? Answer:,104
What is 85 + 46? Answer:,131
What is 31 + 66? Answer:,97
What is 73 + 97? Answer:,170
What is 80 + 45? Answer:,125
What is 56 + 32? Answer:,88
What is 53 + 18? Answer:,71
What is 82 + 41? Answer:,123
What is 83 + 86? Answer:,169
What is 42 + 27? Answer:,69
What is 49 + 36? Answer:,85
What is 30 + 85? Answer:,115
What is 10 + 43? Answer:,53
What is 86 + 64? Answer:,150
What is 22 + 69? Answer:,91
What is 69 + 62? Answer:,131
What is 91 + 67? Answer:,158
What is 15 + 33? Answer:,48
What is 32 + 41? Answer:,73
What is 93 + 16? Answer:,109
What is 76 + 92? Answer:,168
What is 38 + 66? Answer:,104
What is 31 + 53? Answer:,84
What is 68 + 20? Answer:,88
What is 33 + 21? Answer:,54
What is 81 + 59? Answer:,140
What is 73 + 27? Answer:,100
What is 69 + 98? Answer:,167
What is 43 + 71? Answer:,114
What is 58 + 31? Answer:,89
What is 17 + 96? Answer:,113
What is 68 + 48? Answer:,116
What is 45 + 66? Answer:,111
What is 90 + 40? Answer:,130
What is 47 + 40? Answer:,87
What is 30 + 70? Answer:,100
What is 50 + 54? Answer:,104
What is 78 + 62? Answer:,140
What is 12 + 40? Answer:,52
What is 94 + 91? Answer:,185
What is 63 + 11? Answer:,74
What is 85 + 62? Answer:,147
What is 14 + 51? Answer:,65
What is 95 + 47? Answer:,142
What is 27 + 64? Answer:,91
What is 30 + 15? Answer:,45
What is 66 + 93? Answer:,159
What is 17 + 10? Answer:,27
What is 62 + 33? Answer:,95
What is 12 + 65? Answer:,77
What is 18 + 90? Answer:,108
What is 78 + 50? Answer:,128
What is 63 + 36? Answer:,99
What is 86 + 18? Answer:,104
What is 28 + 35? Answer:,63
What is 65 + 64? Answer:,129
What is 65 + 81? Answer:,146
What is 86 + 90? Answer:,176
What is 32 + 95? Answer:,127
What is 56 + 36? Answer:,92
What is 40 + 50? Answer:,90
What is 95 + 39? Answer:,134
What is 13 + 42? Answer:,55
What is 75 + 37? Answer:,112
What is 30 + 34? Answer:,64
What is 27 + 46? Answer:,73
What is 60 + 25? Answer:,85
What is 37 + 45? Answer:,82
What is 28 + 90? Answer:,118
What is 14 + 32? Answer:,46
What is 27 + 88? Answer:,115
What is 82 + 69? Answer:,151
What is 15 + 52? Answer:,67
What is 44 + 43? Answer:,87
What is 93 + 38? Answer:,131
What is 53 + 53? Answer:,106
What is 94 + 66? Answer:,160
What is 29 + 66? Answer:,95
What is 49 + 41? Answer:,90
What is 30 + 17? Answer:,47
What is 34 + 44? Answer:,78
What is 81 + 48? Answer:,129
What is 27 + 36? Answer:,63
What is 12 + 86? Answer:,98
What is 80 + 29? Answer:,109
What is 24 + 66? Answer:,90
What is 70 + 76? Answer:,146
What is 82 + 32? Answer:,114
What is 53 + 80? Answer:,133
What is 89 + 10? Answer:,99
What is 20 + 26? Answer:,46
What is 90 + 69? Answer:,159
What is 23 + 36? Answer:,59
What is 76 + 49? Answer:,125
What is 92 + 17? Answer:,109
What is 47 + 79? Answer:,126
What is 96 + 41? Answer:,137
What is 57 + 15? Answer:,72
What is 26 + 23? Answer:,49
What is 77 + 22? Answer:,99
What is 50 + 86? Answer:,136
What is 32 + 93? Answer:,125
What is 56 + 56? Answer:,112
What is 78 + 42? Answer:,120
What is 46 + 84? Answer:,130
What is 11 + 32? Answer:,43
What is 70 + 57? Answer:,127
What is 88 + 64? Answer:,152
What is 91 + 14? Answer:,105
What is 68 + 94? Answer:,162
What is 36 + 76? Answer:,112
What is 33 + 15? Answer:,48
What is 36 + 23? Answer:,59
What is 80 + 45? Answer:,125
What is 71 + 82? Answer:,153
What is 33 + 50? Answer:,83
What is 61 + 57? Answer:,118
What is 69 + 39? Answer:,108
What is 18 + 95? Answer:,113
What is 70 + 66? Answer:,136
What is 41 + 92? Answer:,133
What is 45 + 85? Answer:,130
What is 18 + 74? Answer:,92
What is 22 + 57? Answer:,79
What is 88 + 40? Answer:,128
What is 90 + 77? Answer:,167
What is 18 + 59? Answer:,77
What is 93 + 55? Answer:,148
What is 47 + 86? Answer:,133
What is 42 + 96? Answer:,138
What is 36 + 60? Answer:,96
What is 29 + 37? Answer:,66
What is 23 + 76? Answer:,99
What is 81 + 12? Answer:,93
What is 57 + 47? Answer:,104
What is 27 + 95? Answer:,122
What is 77 + 11? Answer:,88
What is 75 + 23? Answer:,98
What is 58 + 55? Answer:,113
What is 20 + 29? Answer:,49
What is 14 + 95? Answer:,109
What is 43 + 91? Answer:,134
What is 57 + 76? Answer:,133
What is 87 + 70? Answer:,157
What is 67 + 82? Answer:,149
What is 20 + 77? Answer:,97
What is 17 + 18? Answer:,35
What is 67 + 27? Answer:,94
What is 56 + 67? Answer:,123
What is 77 + 77? Answer:,154
What is 18 + 96? Answer:,114
What is 69 + 20? Answer:,89
What is 11 + 22? Answer:,33
What is 97 + 85? Answer:,182
What is 27 + 69? Answer:,96
What is 67 + 66? Answer:,133
What is 96 + 91? Answer:,187
What is 25 + 72? Answer:,97
What is 50 + 71? Answer:,121
What is 24 + 24? Answer:,48
What is 99 + 74? Answer:,173
What is 56 + 33? Answer:,89
What is 22 + 51? Answer:,73
What is 93 + 72? Answer:,165
What is 24 + 97? Answer:,121
What is 98 + 42? Answer:,140
What is 88 + 29? Answer:,117
What is 43 + 48? Answer:,91
What is 40 + 70? Answer:,110
What is 55 + 71? Answer:,126
What is 23 + 52? Answer:,75
What is 48 + 38? Answer:,86
What is 84 + 35? Answer:,119
What is 51 + 36? Answer:,87
What is 85 + 10? Answer:,95
What is 10 + 46? Answer:,56
What is 75 + 30? Answer:,105
What is 87 + 67? Answer:,154
What is 22 + 96? Answer:,118
What is 74 + 13? Answer:,87
What is 45 + 63? Answer:,108
